Country Name,Region,Income Group,Year,CO2
Bhutan,South Asia,Lower middle income,2004,308.028
Botswana,Sub-Saharan Africa,Upper middle income,2004,3898.021
Central African Republic,Sub-Saharan Africa,Low income,2004,234.688
Canada,North America,High income,2004,552198.862
Switzerland,Europe & Central Asia,High income,2004,40366.336
Channel Islands,Europe & Central Asia,High income,2004,
Chile,Latin America & Caribbean,High income,2004,59775.767
China,East Asia & Pacific,Upper middle income,2004,5233538.733
Côte d'Ivoire,Sub-Saharan Africa,Lower middle income,2004,7664.03
Cameroon,Sub-Saharan Africa,Lower middle income,2004,3956.693
"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,2004,1199.109
"Congo, Rep.",Sub-Saharan Africa,Lower middle income,2004,949.753
Colombia,Latin America & Caribbean,Upper middle income,2004,55071.006
Comoros,Sub-Saharan Africa,Lower middle income,2004,143.013
Cabo Verde,Sub-Saharan Africa,Lower middle income,2004,330.03
Costa Rica,Latin America & Caribbean,Upper middle income,2004,6930.63
Cuba,Latin America & Caribbean,Upper middle income,2004,25005.273
Curaçao,Latin America & Caribbean,High income,2004,
Cayman Islands,Latin America & Caribbean,High income,2004,462.042
Cyprus,Europe & Central Asia,High income,2004,7334
Czech Republic,Europe & Central Asia,High income,2004,116775.615
Germany,Europe & Central Asia,High income,2004,816802.248
Djibouti,Middle East & North Africa,Lower middle income,2004,407.037
Dominica,Latin America & Caribbean,Upper middle income,2004,113.677
Denmark,Europe & Central Asia,High income,2004,50600.933
Dominican Republic,Latin America & Caribbean,Upper middle income,2004,18309.331
Algeria,Middle East & North Africa,Upper middle income,2004,88510.379
Ecuador,Latin America & Caribbean,Upper middle income,2004,29046.307
"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2004,150911.718
Eritrea,Sub-Saharan Africa,Low income,2004,770.07
Spain,Europe & Central Asia,High income,2004,339428.521
Estonia,Europe & Central Asia,High income,2004,17282.571
Ethiopia,Sub-Saharan Africa,Low income,2004,5295.148
Finland,Europe & Central Asia,High income,2004,67091.432
Fiji,East Asia & Pacific,Upper middle income,2004,1353.123
France,Europe & Central Asia,High income,2004,383758.884
Faroe Islands,Europe & Central Asia,High income,2004,748.068
"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2004,143.013
Gabon,Sub-Saharan Africa,Upper middle income,2004,4686.426
United Kingdom,Europe & Central Asia,High income,2004,539239.684
Georgia,Europe & Central Asia,Upper middle income,2004,4323.393
Ghana,Sub-Saharan Africa,Lower middle income,2004,7348.668
Gibraltar,Europe & Central Asia,High income,2004,385.035
Guinea,Sub-Saharan Africa,Low income,2004,1943.51
"Gambia, The",Sub-Saharan Africa,Low income,2004,293.36
Guinea-Bissau,Sub-Saharan Africa,Low income,2004,201.685
Equatorial Guinea,Sub-Saharan Africa,Upper middle income,2004,5218.141
Greece,Europe & Central Asia,High income,2004,97149.831
Grenada,Latin America & Caribbean,Upper middle income,2004,205.352
Greenland,Europe & Central Asia,High income,2004,583.053
Guatemala,Latin America & Caribbean,Upper middle income,2004,11620.723
Guam,East Asia & Pacific,High income,2004,
Guyana,Latin America & Caribbean,Upper middle income,2004,1628.148
"Hong Kong SAR, China",East Asia & Pacific,High income,2004,41708.458
Honduras,Latin America & Caribbean,Lower middle income,2004,7367.003
Croatia,Europe & Central Asia,High income,2004,22376.034
Haiti,Latin America & Caribbean,Low income,2004,1987.514
Hungary,Europe & Central Asia,High income,2004,57458.223
Indonesia,East Asia & Pacific,Lower middle income,2004,337635.358
Isle of Man,Europe & Central Asia,High income,2004,
India,South Asia,Lower middle income,2004,1154320.262
Ireland,Europe & Central Asia,High income,2004,43761.978
"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,2004,447036.636
Iraq,Middle East & North Africa,Upper middle income,2004,114084.037
Iceland,Europe & Central Asia,High income,2004,2244.204
Israel,Middle East & North Africa,High income,2004,59020.365
Italy,Europe & Central Asia,High income,2004,473970.751
Jamaica,Latin America & Caribbean,Upper middle income,2004,10670.97
Jordan,Middle East & North Africa,Upper middle income,2004,19240.749
Japan,East Asia & Pacific,High income,2004,1266009.748
Kazakhstan,Europe & Central Asia,Upper middle income,2004,173053.064
Kenya,Sub-Saharan Africa,Lower middle income,2004,7623.693
Kyrgyz Republic,Europe & Central Asia,Lower middle income,2004,5874.534
Cambodia,East Asia & Pacific,Lower middle income,2004,2445.889
Kiribati,East Asia & Pacific,Lower middle income,2004,44.004
St. Kitts and Nevis,Latin America & Caribbean,High income,2004,212.686
"Korea, Rep.",East Asia & Pacific,High income,2004,482276.506
Kuwait,Middle East & North Africa,High income,2004,63534.442
Lao PDR,East Asia & Pacific,Lower middle income,2004,1393.46
Lebanon,Middle East & North Africa,Upper middle income,2004,16798.527
Liberia,Sub-Saharan Africa,Low income,2004,616.056
Libya,Middle East & North Africa,Upper middle income,2004,50358.911
St. Lucia,Latin America & Caribbean,Upper middle income,2004,355.699
Liechtenstein,Europe & Central Asia,High income,2004,
Sri Lanka,South Asia,Upper middle income,2004,12299.118
Lesotho,Sub-Saharan Africa,Lower middle income,2004,1983.847
Lithuania,Europe & Central Asia,High income,2004,13245.204
Luxembourg,Europe & Central Asia,High income,2004,11268.691
Latvia,Europe & Central Asia,High income,2004,7403.673
"Macao SAR, China",East Asia & Pacific,High income,2004,1716.156
St. Martin (French part),Latin America & Caribbean,High income,2004,
Morocco,Middle East & North Africa,Lower middle income,2004,43310.937
Monaco,Europe & Central Asia,High income,2004,
Moldova,Europe & Central Asia,Lower middle income,2004,4554.414
Madagascar,Sub-Saharan Africa,Low income,2004,1807.831
Maldives,South Asia,Upper middle income,2004,667.394
Mexico,Latin America & Caribbean,Upper middle income,2004,441308.782
Marshall Islands,East Asia & Pacific,Upper middle income,2004,88.008
North Macedonia,Europe & Central Asia,Upper middle income,2004,11191.684
Mali,Sub-Saharan Africa,Low income,2004,876.413
Malta,Middle East & North Africa,High income,2004,2574.234
Myanmar,East Asia & Pacific,Lower middle income,2004,12434.797
Montenegro,Europe & Central Asia,Upper middle income,2004,
Mongolia,East Asia & Pacific,Lower middle income,2004,8551.444
Northern Mariana Islands,East Asia & Pacific,High income,2004,
Mozambique,Sub-Saharan Africa,Low income,2004,1921.508
Mauritania,Sub-Saharan Africa,Lower middle income,2004,1536.473
Mauritius,Sub-Saharan Africa,Upper middle income,2004,3091.281
Malawi,Sub-Saharan Africa,Low income,2004,931.418
Malaysia,East Asia & Pacific,Upper middle income,2004,163826.892
Namibia,Sub-Saharan Africa,Upper middle income,2004,1961.845
New Caledonia,East Asia & Pacific,High income,2004,2530.23
Niger,Sub-Saharan Africa,Low income,2004,814.074
Nigeria,Sub-Saharan Africa,Lower middle income,2004,104304.148
Nicaragua,Latin America & Caribbean,Lower middle income,2004,4426.069
Netherlands,Europe & Central Asia,High income,2004,184835.135
Norway,Europe & Central Asia,High income,2004,42647.21
Nepal,South Asia,Low income,2004,2669.576
Nauru,East Asia & Pacific,Upper middle income,2004,66.006
New Zealand,East Asia & Pacific,High income,2004,34554.141
Oman,Middle East & North Africa,High income,2004,27986.544
Pakistan,South Asia,Lower middle income,2004,131601.296
Panama,Latin America & Caribbean,High income,2004,5804.861
Peru,Latin America & Caribbean,Upper middle income,2004,31895.566
Philippines,East Asia & Pacific,Lower middle income,2004,74066.066
Palau,East Asia & Pacific,High income,2004,253.023
Papua New Guinea,East Asia & Pacific,Lower middle income,2004,4488.408
Poland,Europe & Central Asia,High income,2004,304416.005
Puerto Rico,Latin America & Caribbean,High income,2004,
"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,2004,72357.244
Portugal,Europe & Central Asia,High income,2004,63145.74
Paraguay,Latin America & Caribbean,Upper middle income,2004,4088.705
West Bank and Gaza,Middle East & North Africa,Lower middle income,2004,1866.503
French Polynesia,East Asia & Pacific,High income,2004,762.736
Qatar,Middle East & North Africa,High income,2004,42944.237
Romania,Europe & Central Asia,Upper middle income,2004,96904.142
Russian Federation,Europe & Central Asia,Upper middle income,2004,1602115.967
Rwanda,Sub-Saharan Africa,Low income,2004,528.048
Saudi Arabia,Middle East & North Africa,High income,2004,395834.315
Sudan,Sub-Saharan Africa,Lower middle income,2004,11463.042
Senegal,Sub-Saharan Africa,Lower middle income,2004,5232.809
Singapore,East Asia & Pacific,High income,2004,28474.255
Solomon Islands,East Asia & Pacific,Lower middle income,2004,161.348
Sierra Leone,Sub-Saharan Africa,Low income,2004,641.725
El Salvador,Latin America & Caribbean,Lower middle income,2004,6365.912
San Marino,Europe & Central Asia,High income,2004,
Somalia,Sub-Saharan Africa,Low income,2004,594.054
Serbia,Europe & Central Asia,Upper middle income,2004,
South Sudan,Sub-Saharan Africa,Low income,2004,
São Tomé and Principe,Sub-Saharan Africa,Lower middle income,2004,73.34
Suriname,Latin America & Caribbean,Upper middle income,2004,1562.142
Slovak Republic,Europe & Central Asia,High income,2004,38749.189
Slovenia,Europe & Central Asia,High income,2004,15746.098
Sweden,Europe & Central Asia,High income,2004,54520.956
Eswatini,Sub-Saharan Africa,Lower middle income,2004,1030.427
Sint Maarten (Dutch part),Latin America & Caribbean,High income,2004,
Seychelles,Sub-Saharan Africa,High income,2004,737.067
Syrian Arab Republic,Middle East & North Africa,Low income,2004,51103.312
Turks and Caicos Islands,Latin America & Caribbean,High income,2004,102.676
Chad,Sub-Saharan Africa,Low income,2004,377.701
Togo,Sub-Saharan Africa,Low income,2004,1397.127
Thailand,East Asia & Pacific,Upper middle income,2004,243188.106
Tajikistan,Europe & Central Asia,Low income,2004,2563.233
Turkmenistan,Europe & Central Asia,Upper middle income,2004,46541.564
Timor-Leste,East Asia & Pacific,Lower middle income,2004,176.016
Tonga,East Asia & Pacific,Upper middle income,2004,110.01
Trinidad and Tobago,Latin America & Caribbean,High income,2004,33432.039
Tunisia,Middle East & North Africa,Lower middle income,2004,22299.027
Turkey,Europe & Central Asia,Upper middle income,2004,225421.491
Tuvalu,East Asia & Pacific,Upper middle income,2004,11.001
Tanzania,Sub-Saharan Africa,Low income,2004,4363.73
Uganda,Sub-Saharan Africa,Low income,2004,1738.158
Ukraine,Europe & Central Asia,Lower middle income,2004,343396.215
Uruguay,Latin America & Caribbean,High income,2004,5610.51
United States,North America,High income,2004,5756075.232
Uzbekistan,Europe & Central Asia,Lower middle income,2004,126214.473
St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,2004,220.02
"Venezuela, RB",Latin America & Caribbean,Upper middle income,2004,151733.126
British Virgin Islands,Latin America & Caribbean,High income,2004,124.678
Virgin Islands (U.S.),Latin America & Caribbean,High income,2004,
Vietnam,East Asia & Pacific,Lower middle income,2004,90549.231
Vanuatu,East Asia & Pacific,Lower middle income,2004,58.672
Samoa,East Asia & Pacific,Upper middle income,2004,150.347
Kosovo,Europe & Central Asia,Upper middle income,2004,
"Yemen, Rep.",Middle East & North Africa,Low income,2004,18881.383
South Africa,Sub-Saharan Africa,Upper middle income,2004,450186.589
Zambia,Sub-Saharan Africa,Lower middle income,2004,2145.195
Zimbabwe,Sub-Saharan Africa,Lower middle income,2004,9486.529
Aruba,Latin America & Caribbean,High income,2005,2720.914
Afghanistan,South Asia,Low income,2005,1327.454
Angola,Sub-Saharan Africa,Lower middle income,2005,19156.408
Albania,Europe & Central Asia,Upper middle income,2005,4253.72
Andorra,Europe & Central Asia,High income,2005,575.719
United Arab Emirates,Middle East & North Africa,High income,2005,116148.558
Argentina,Latin America & Caribbean,Upper middle income,2005,162110.736
Armenia,Europe & Central Asia,Upper middle income,2005,4352.729
American Samoa,East Asia & Pacific,Upper middle income,2005,
Antigua and Barbuda,Latin America & Caribbean,High income,2005,429.039
Australia,East Asia & Pacific,High income,2005,350172.831
Austria,Europe & Central Asia,High income,2005,74216.413
Azerbaijan,Europe & Central Asia,Upper middle income,2005,34337.788
Burundi,Sub-Saharan Africa,Low income,2005,154.014
Belgium,Europe & Central Asia,High income,2005,108510.197
Benin,Sub-Saharan Africa,Low income,2005,2394.551
Burkina Faso,Sub-Saharan Africa,Low income,2005,1125.769
Bangladesh,South Asia,Lower middle income,2005,39478.922
Bulgaria,Europe & Central Asia,Upper middle income,2005,47916.689
Bahrain,Middle East & North Africa,High income,2005,19207.746
"Bahamas, The",Latin America & Caribbean,High income,2005,1741.825
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2005,16204.473
Belarus,Europe & Central Asia,Upper middle income,2005,59167.045
Belize,Latin America & Caribbean,Upper middle income,2005,421.705
Bermuda,North America,High income,2005,583.053
Bolivia,Latin America & Caribbean,Lower middle income,2005,12185.441
Brazil,Latin America & Caribbean,Upper middle income,2005,347308.904
Barbados,Latin America & Caribbean,High income,2005,1353.123
Brunei Darussalam,East Asia & Pacific,High income,2005,5005.455
Bhutan,South Asia,Lower middle income,2005,396.036
Botswana,Sub-Saharan Africa,Upper middle income,2005,4096.039
Central African Republic,Sub-Saharan Africa,Low income,2005,234.688
Canada,North America,High income,2005,557417.003
Switzerland,Europe & Central Asia,High income,2005,41338.091
Channel Islands,Europe & Central Asia,High income,2005,
Chile,Latin America & Caribbean,High income,2005,61818.286
China,East Asia & Pacific,Upper middle income,2005,5896957.705
Côte d'Ivoire,Sub-Saharan Africa,Lower middle income,2005,7825.378
Cameroon,Sub-Saharan Africa,Lower middle income,2005,3696.336
"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,2005,1499.803
"Congo, Rep.",Sub-Saharan Africa,Lower middle income,2005,982.756
Colombia,Latin America & Caribbean,Upper middle income,2005,60945.54
Comoros,Sub-Saharan Africa,Lower middle income,2005,139.346
Cabo Verde,Sub-Saharan Africa,Lower middle income,2005,440.04
Costa Rica,Latin America & Caribbean,Upper middle income,2005,6868.291
Cuba,Latin America & Caribbean,Upper middle income,2005,26006.364
Curaçao,Latin America & Caribbean,High income,2005,
Cayman Islands,Latin America & Caribbean,High income,2005,473.043
Cyprus,Europe & Central Asia,High income,2005,7502.682
Czech Republic,Europe & Central Asia,High income,2005,120108.918
Germany,Europe & Central Asia,High income,2005,797180.131
Djibouti,Middle East & North Africa,Lower middle income,2005,414.371
Dominica,Latin America & Caribbean,Upper middle income,2005,117.344
Denmark,Europe & Central Asia,High income,2005,47095.281
Dominican Republic,Latin America & Caribbean,Upper middle income,2005,18639.361
Algeria,Middle East & North Africa,Upper middle income,2005,107278.085
Ecuador,Latin America & Caribbean,Upper middle income,2005,30263.751
"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2005,167207.866
Eritrea,Sub-Saharan Africa,Low income,2005,766.403
Spain,Europe & Central Asia,High income,2005,353462.13
Estonia,Europe & Central Asia,High income,2005,16754.523
Ethiopia,Sub-Saharan Africa,Low income,2005,5119.132
Finland,Europe & Central Asia,High income,2005,54645.634
Fiji,East Asia & Pacific,Upper middle income,2005,1096.433
